Time,Volume,ATR,p1wick,p1body,p1tail,p1dir,p2wick,p2body,p2tail,p2dir,p3wick,p3body,p3tail,p3dir,ans
11,12683,0.0028281,0.0009900,0.0000100,0.0013300,1,0.0014700,0.0015800,0.0005200,0,0.0014100,0.0033300,0.0037000,1,SE
15,6758,0.0027003,0.0002100,0.0002300,0.0006000,0,0.0009900,0.0000100,0.0013300,1,0.0014700,0.0015800,0.0005200,0,SE
19,9206,0.0025660,0.0002800,0.0000700,0.0004700,1,0.0002100,0.0002300,0.0006000,0,0.0009900,0.0000100,0.0013300,1,SE
23,13521,0.0025720,0.0003300,0.0020300,0.0002900,1,0.0002800,0.0000700,0.0004700,1,0.0002100,0.0002300,0.0006000,0,SE
03,24334,0.0025155,0.0006700,0.0004700,0.0006400,0,0.0003300,0.0020300,0.0002900,1,0.0002800,0.0000700,0.0004700,1,SE
07,31462,0.0025251,0.0011800,0.0013500,0.0001200,1,0.0006700,0.0004700,0.0006400,0,0.0003300,0.0020300,0.0002900,1,SE
11,10864,0.0024768,0.0004800,0.0007600,0.0006100,0,0.0011800,0.0013500,0.0001200,1,0.0006700,0.0004700,0.0006400,0,SE
15,4649,0.0023421,0.0000200,0.0002900,0.0002800,0,0.0004800,0.0007600,0.0006100,0,0.0011800,0.0013500,0.0001200,1,SE
19,9180,0.0022726,0.0003200,0.0008500,0.0002000,1,0.0000200,0.0002900,0.0002800,0,0.0004800,0.0007600,0.0006100,0,SE
23,13031,0.0022667,0.0017900,0.0000400,0.0003600,1,0.0003200,0.0008500,0.0002000,1,0.0000200,0.0002900,0.0002800,0,SE
03,20315,0.0022620,0.0004100,0.0009200,0.0008700,0,0.0017900,0.0000400,0.0003600,1,0.0003200,0.0008500,0.0002000,1,SE
07,35642,0.0024068,0.0002800,0.0032800,0.0007300,0,0.0004100,0.0009200,0.0008700,0,0.0017900,0.0000400,0.0003600,1,SE
11,12625,0.0023106,0.0003100,0.0003700,0.0003800,1,0.0002800,0.0032800,0.0007300,0,0.0004100,0.0009200,0.0008700,0,SE
15,6090,0.0021899,0.0002100,0.0002200,0.0001900,1,0.0003100,0.0003700,0.0003800,1,0.0002800,0.0032800,0.0007300,0,SE
03,26206,0.0022000,0.0008400,0.0007100,0.0018200,1,0.0002100,0.0002200,0.0001900,1,0.0003100,0.0003700,0.0003800,1,SE
07,73094,0.0028157,0.0036300,0.0063100,0.0008800,0,0.0008400,0.0007100,0.0018200,1,0.0002100,0.0002200,0.0001900,1,L
11,14799,0.0027246,0.0007100,0.0008100,0.0000200,1,0.0036300,0.0063100,0.0008800,0,0.0008400,0.0007100,0.0018200,1,L
15,6886,0.0025885,0.0000500,0.0007700,0.0000000,1,0.0007100,0.0008100,0.0000200,1,0.0036300,0.0063100,0.0008800,0,L
19,9044,0.0025108,0.0000900,0.0010900,0.0003200,0,0.0000500,0.0007700,0.0000000,1,0.0007100,0.0008100,0.0000200,1,L
23,14392,0.0024579,0.0001700,0.0011900,0.0004100,0,0.0000900,0.0010900,0.0003200,0,0.0000500,0.0007700,0.0000000,1,L
03,20695,0.0023830,0.0005100,0.0006600,0.0002400,1,0.0001700,0.0011900,0.0004100,0,0.0000900,0.0010900,0.0003200,0,L
07,73218,0.0026271,0.0024200,0.0003500,0.0030300,0,0.0005100,0.0006600,0.0002400,1,0.0001700,0.0011900,0.0004100,0,L
11,15980,0.0025473,0.0005800,0.0000000,0.0009300,0,0.0024200,0.0003500,0.0030300,0,0.0005100,0.0006600,0.0002400,1,L
15,1761,0.0024161,0.0001500,0.0001500,0.0004100,0,0.0005800,0.0000000,0.0009300,0,0.0024200,0.0003500,0.0030300,0,L
15,2985,0.0023135,0.0000500,0.0007200,0.0002100,1,0.0001500,0.0001500,0.0004100,0,0.0005800,0.0000000,0.0009300,0,L
19,6713,0.0021968,0.0000700,0.0005700,0.0000400,0,0.0000500,0.0007200,0.0002100,1,0.0001500,0.0001500,0.0004100,0,L
23,15712,0.0022056,0.0002900,0.0019600,0.0000700,1,0.0000700,0.0005700,0.0000400,0,0.0000500,0.0007200,0.0002100,1,L
03,24412,0.0022366,0.0011400,0.0008600,0.0006400,1,0.0002900,0.0019600,0.0000700,1,0.0000700,0.0005700,0.0000400,0,L
07,34255,0.0022719,0.0004000,0.0018600,0.0004700,1,0.0011400,0.0008600,0.0006400,1,0.0002900,0.0019600,0.0000700,1,L
11,13446,0.0021989,0.0001900,0.0000400,0.0010200,1,0.0004000,0.0018600,0.0004700,1,0.0011400,0.0008600,0.0006400,1,L
15,6464,0.0020790,0.0000000,0.0003000,0.0002200,0,0.0001900,0.0000400,0.0010200,1,0.0004000,0.0018600,0.0004700,1,L
19,9103,0.0019790,0.0005300,0.0000500,0.0001000,1,0.0000000,0.0003000,0.0002200,0,0.0001900,0.0000400,0.0010200,1,L
23,19114,0.0020255,0.0001000,0.0020200,0.0005100,1,0.0005300,0.0000500,0.0001000,1,0.0000000,0.0003000,0.0002200,0,L
03,31040,0.0020444,0.0007900,0.0012900,0.0002100,1,0.0001000,0.0020200,0.0005100,1,0.0005300,0.0000500,0.0001000,1,L
07,44697,0.0021434,0.0006000,0.0026000,0.0002300,1,0.0007900,0.0012900,0.0002100,1,0.0001000,0.0020200,0.0005100,1,L
11,23798,0.0021274,0.0009700,0.0004900,0.0004600,0,0.0006000,0.0026000,0.0002300,1,0.0007900,0.0012900,0.0002100,1,L
15,6310,0.0020233,0.0000900,0.0004100,0.0001700,0,0.0009700,0.0004900,0.0004600,0,0.0006000,0.0026000,0.0002300,1,L
19,10062,0.0019345,0.0000300,0.0000700,0.0006800,0,0.0000900,0.0004100,0.0001700,0,0.0009700,0.0004900,0.0004600,0,L
23,16705,0.0019792,0.0001300,0.0011800,0.0012500,1,0.0000300,0.0000700,0.0006800,0,0.0000900,0.0004100,0.0001700,0,L
03,27911,0.0020050,0.0004500,0.0008900,0.0010000,0,0.0001300,0.0011800,0.0012500,1,0.0000300,0.0000700,0.0006800,0,L
07,41419,0.0021196,0.0013100,0.0020500,0.0002500,1,0.0004500,0.0008900,0.0010000,0,0.0001300,0.0011800,0.0012500,1,L
11,36350,0.0023604,0.0000700,0.0040800,0.0013400,1,0.0013100,0.0020500,0.0002500,1,0.0004500,0.0008900,0.0010000,0,LE
15,9609,0.0022768,0.0005600,0.0004000,0.0002300,0,0.0000700,0.0040800,0.0013400,1,0.0013100,0.0020500,0.0002500,1,LE
19,14909,0.0022891,0.0018300,0.0005700,0.0000500,0,0.0005600,0.0004000,0.0002300,0,0.0000700,0.0040800,0.0013400,1,LE
23,20969,0.0023092,0.0003100,0.0012100,0.0010500,1,0.0018300,0.0005700,0.0000500,0,0.0005600,0.0004000,0.0002300,0,LE
03,29973,0.0023185,0.0008500,0.0007700,0.0008200,1,0.0003100,0.0012100,0.0010500,1,0.0018300,0.0005700,0.0000500,0,SE
07,47604,0.0024772,0.0007500,0.0025200,0.0012700,1,0.0008500,0.0007700,0.0008200,1,0.0003100,0.0012100,0.0010500,1,SE
11,19863,0.0024010,0.0002900,0.0006800,0.0004400,0,0.0007500,0.0025200,0.0012700,1,0.0008500,0.0007700,0.0008200,1,SE
15,7506,0.0022895,0.0003000,0.0001900,0.0003500,1,0.0002900,0.0006800,0.0004400,0,0.0007500,0.0025200,0.0012700,1,SE
19,11132,0.0022024,0.0004400,0.0006200,0.0000100,1,0.0003000,0.0001900,0.0003500,1,0.0002900,0.0006800,0.0004400,0,SE
23,17388,0.0021658,0.0006500,0.0006500,0.0003900,1,0.0004400,0.0006200,0.0000100,1,0.0003000,0.0001900,0.0003500,1,SE
03,26608,0.0022197,0.0002400,0.0022700,0.0004100,0,0.0006500,0.0006500,0.0003900,1,0.0004400,0.0006200,0.0000100,1,SE
07,43792,0.0023133,0.0001300,0.0020900,0.0013100,1,0.0002400,0.0022700,0.0004100,0,0.0006500,0.0006500,0.0003900,1,SE
11,21770,0.0022852,0.0003100,0.0014800,0.0001300,0,0.0001300,0.0020900,0.0013100,1,0.0002400,0.0022700,0.0004100,0,SE
15,1482,0.0021605,0.0001700,0.0001900,0.0001800,1,0.0003100,0.0014800,0.0001300,0,0.0001300,0.0020900,0.0013100,1,SE
15,5761,0.0023112,0.0013600,0.0003700,0.0001700,1,0.0001700,0.0001900,0.0001800,1,0.0003100,0.0014800,0.0001300,0,SE
19,11766,0.0022304,0.0000800,0.0006200,0.0004800,1,0.0013600,0.0003700,0.0001700,1,0.0001700,0.0001900,0.0001800,1,SE
23,17962,0.0022675,0.0009700,0.0001200,0.0016600,0,0.0000800,0.0006200,0.0004800,1,0.0013600,0.0003700,0.0001700,1,SE
03,27732,0.0023734,0.0001400,0.0023800,0.0012300,0,0.0009700,0.0001200,0.0016600,0,0.0000800,0.0006200,0.0004800,1,LE
07,41584,0.0023717,0.0003300,0.0004200,0.0016000,0,0.0001400,0.0023800,0.0012300,0,0.0009700,0.0001200,0.0016600,0,LE
11,15202,0.0023037,0.0004300,0.0006800,0.0003100,0,0.0003300,0.0004200,0.0016000,0,0.0001400,0.0023800,0.0012300,0,L
15,5277,0.0022063,0.0005100,0.0001800,0.0002500,0,0.0004300,0.0006800,0.0003100,0,0.0003300,0.0004200,0.0016000,0,L
19,7987,0.0021037,0.0005700,0.0000900,0.0001100,0,0.0005100,0.0001800,0.0002500,0,0.0004300,0.0006800,0.0003100,0,L
23,17192,0.0021306,0.0006700,0.0014000,0.0004100,0,0.0005700,0.0000900,0.0001100,0,0.0005100,0.0001800,0.0002500,0,L
03,24915,0.0021184,0.0009500,0.0002400,0.0007700,0,0.0006700,0.0014000,0.0004100,0,0.0005700,0.0000900,0.0001100,0,L
07,47434,0.0022664,0.0027100,0.0008000,0.0006800,1,0.0009500,0.0002400,0.0007700,0,0.0006700,0.0014000,0.0004100,0,L
11,19241,0.0022081,0.0010700,0.0003700,0.0000100,1,0.0027100,0.0008000,0.0006800,1,0.0009500,0.0002400,0.0007700,0,L
15,5614,0.0021054,0.0005200,0.0001300,0.0001200,1,0.0010700,0.0003700,0.0000100,1,0.0027100,0.0008000,0.0006800,1,L
19,11281,0.0020528,0.0002900,0.0006200,0.0004600,1,0.0005200,0.0001300,0.0001200,1,0.0010700,0.0003700,0.0000100,1,LE
23,19434,0.0021169,0.0001100,0.0027700,0.0000700,1,0.0002900,0.0006200,0.0004600,1,0.0005200,0.0001300,0.0001200,1,SE
03,27108,0.0020993,0.0005700,0.0012300,0.0000700,0,0.0001100,0.0027700,0.0000700,1,0.0002900,0.0006200,0.0004600,1,SE
07,37540,0.0022279,0.0009800,0.0012800,0.0016400,0,0.0005700,0.0012300,0.0000700,0,0.0001100,0.0027700,0.0000700,1,LE
11,19730,0.0022331,0.0012200,0.0004000,0.0006800,0,0.0009800,0.0012800,0.0016400,0,0.0005700,0.0012300,0.0000700,0,L
15,4737,0.0021614,0.0001800,0.0007500,0.0003000,1,0.0012200,0.0004000,0.0006800,0,0.0009800,0.0012800,0.0016400,0,LE
19,11435,0.0021513,0.0003500,0.0014600,0.0002100,1,0.0001800,0.0007500,0.0003000,1,0.0012200,0.0004000,0.0006800,0,SE
23,14332,0.0020619,0.0004200,0.0002600,0.0002200,1,0.0003500,0.0014600,0.0002100,1,0.0001800,0.0007500,0.0003000,1,SE
03,26267,0.0021025,0.0008300,0.0015700,0.0002300,1,0.0004200,0.0002600,0.0002200,1,0.0003500,0.0014600,0.0002100,1,SE
07,30674,0.0021952,0.0005500,0.0024900,0.0003600,0,0.0008300,0.0015700,0.0002300,1,0.0004200,0.0002600,0.0002200,1,SE
11,18589,0.0021834,0.0000200,0.0017700,0.0002400,0,0.0005500,0.0024900,0.0003600,0,0.0008300,0.0015700,0.0002300,1,L
15,4310,0.0020703,0.0002900,0.0003100,0.0000000,0,0.0000200,0.0017700,0.0002400,0,0.0005500,0.0024900,0.0003600,0,L
19,5384,0.0019924,0.0004600,0.0003200,0.0002000,1,0.0002900,0.0003100,0.0000000,0,0.0000200,0.0017700,0.0002400,0,L
23,5141,0.0019137,0.0002200,0.0005300,0.0001400,1,0.0004600,0.0003200,0.0002000,1,0.0002900,0.0003100,0.0000000,0,LE
03,3812,0.0018155,0.0003100,0.0000100,0.0002200,1,0.0002200,0.0005300,0.0001400,1,0.0004600,0.0003200,0.0002000,1,LE
07,6632,0.0017366,0.0001400,0.0004300,0.0001400,0,0.0003100,0.0000100,0.0002200,1,0.0002200,0.0005300,0.0001400,1,LE
11,3894,0.0016611,0.0003800,0.0002800,0.0000200,0,0.0001400,0.0004300,0.0001400,0,0.0003100,0.0000100,0.0002200,1,LE
15,651,0.0016039,0.0004300,0.0004300,0.0000000,0,0.0003800,0.0002800,0.0000200,0,0.0001400,0.0004300,0.0001400,0,LE
15,2263,0.0015579,0.0003200,0.0002000,0.0001500,1,0.0004300,0.0004300,0.0000000,0,0.0003800,0.0002800,0.0000200,0,LE
19,4751,0.0015138,0.0000200,0.0003500,0.0005700,0,0.0003200,0.0002000,0.0001500,1,0.0004300,0.0004300,0.0000000,0,LE
23,5199,0.0015278,0.0003100,0.0013400,0.0000600,1,0.0000200,0.0003500,0.0005700,0,0.0003200,0.0002000,0.0001500,1,SE
03,7308,0.0015672,0.0006200,0.0012600,0.0002000,0,0.0003100,0.0013400,0.0000600,1,0.0000200,0.0003500,0.0005700,0,LE
07,15025,0.0017081,0.0010900,0.0021900,0.0002600,0,0.0006200,0.0012600,0.0002000,0,0.0003100,0.0013400,0.0000600,1,L
11,7769,0.0016447,0.0003100,0.0003600,0.0001500,1,0.0010900,0.0021900,0.0002600,0,0.0006200,0.0012600,0.0002000,0,L
15,6082,0.0015622,0.0002500,0.0001500,0.0000900,0,0.0003100,0.0003600,0.0001500,1,0.0010900,0.0021900,0.0002600,0,L
19,5907,0.0015028,0.0002000,0.0003600,0.0001700,1,0.0002500,0.0001500,0.0000900,0,0.0003100,0.0003600,0.0001500,1,L
23,16894,0.0015454,0.0002500,0.0008200,0.0010300,1,0.0002000,0.0003600,0.0001700,1,0.0002500,0.0001500,0.0000900,0,L
03,23379,0.0015865,0.0005800,0.0011900,0.0003500,1,0.0002500,0.0008200,0.0010300,1,0.0002000,0.0003600,0.0001700,1,LE
07,33780,0.0017289,0.0009500,0.0011800,0.0014500,0,0.0005800,0.0011900,0.0003500,1,0.0002500,0.0008200,0.0010300,1,L
11,12252,0.0016818,0.0001700,0.0000700,0.0008300,1,0.0009500,0.0011800,0.0014500,0,0.0005800,0.0011900,0.0003500,1,L
15,4715,0.0016002,0.0002500,0.0002600,0.0000300,1,0.0001700,0.0000700,0.0008300,1,0.0009500,0.0011800,0.0014500,0,L
19,10047,0.0016174,0.0002100,0.0009600,0.0006700,1,0.0002500,0.0002600,0.0000300,1,0.0001700,0.0000700,0.0008300,1,LE
23,26046,0.0017640,0.0015500,0.0004900,0.0016300,1,0.0002100,0.0009600,0.0006700,1,0.0002500,0.0002600,0.0000300,1,LE
03,34189,0.0018744,0.0015600,0.0017400,0.0000000,1,0.0015500,0.0004900,0.0016300,1,0.0002100,0.0009600,0.0006700,1,SE
07,42713,0.0019820,0.0006300,0.0025000,0.0002500,0,0.0015600,0.0017400,0.0000000,1,0.0015500,0.0004900,0.0016300,1,L
11,14242,0.0019075,0.0005900,0.0002800,0.0000700,1,0.0006300,0.0025000,0.0002500,0,0.0015600,0.0017400,0.0000000,1,LE
15,5790,0.0018241,0.0005100,0.0000400,0.0001900,1,0.0005900,0.0002800,0.0000700,1,0.0006300,0.0025000,0.0002500,0,LE
19,8291,0.0017724,0.0002700,0.0006200,0.0002100,1,0.0005100,0.0000400,0.0001900,1,0.0005900,0.0002800,0.0000700,1,LE
23,15054,0.0017958,0.0000700,0.0009100,0.0011200,1,0.0002700,0.0006200,0.0002100,1,0.0005100,0.0000400,0.0001900,1,SE
03,35202,0.0018675,0.0010600,0.0007700,0.0009700,0,0.0000700,0.0009100,0.0011200,1,0.0002700,0.0006200,0.0002100,1,LE
07,48290,0.0020327,0.0006500,0.0002100,0.0033200,1,0.0010600,0.0007700,0.0009700,0,0.0000700,0.0009100,0.0011200,1,LE
11,13830,0.0019518,0.0003700,0.0000200,0.0005100,1,0.0006500,0.0002100,0.0033200,1,0.0010600,0.0007700,0.0009700,0,LE
15,4972,0.0018717,0.0003700,0.0003300,0.0001300,1,0.0003700,0.0000200,0.0005100,1,0.0006500,0.0002100,0.0033200,1,LE
19,9742,0.0018158,0.0005900,0.0001300,0.0003700,1,0.0003700,0.0003300,0.0001300,1,0.0003700,0.0000200,0.0005100,1,LE
23,11906,0.0017411,0.0002700,0.0001800,0.0003200,1,0.0005900,0.0001300,0.0003700,1,0.0003700,0.0003300,0.0001300,1,LE
03,25105,0.0017482,0.0014700,0.0002000,0.0001700,0,0.0002700,0.0001800,0.0003200,1,0.0005900,0.0001300,0.0003700,1,LE
07,33821,0.0017490,0.0009100,0.0006600,0.0001900,1,0.0014700,0.0002000,0.0001700,0,0.0002700,0.0001800,0.0003200,1,LE
11,14096,0.0016955,0.0004600,0.0003700,0.0001700,0,0.0009100,0.0006600,0.0001900,1,0.0014700,0.0002000,0.0001700,0,LE
15,1814,0.0016001,0.0000200,0.0001600,0.0001800,0,0.0004600,0.0003700,0.0001700,0,0.0009100,0.0006600,0.0001900,1,LE
15,2489,0.0015701,0.0000000,0.0005700,0.0003300,0,0.0000200,0.0001600,0.0001800,0,0.0004600,0.0003700,0.0001700,0,LE
19,11040,0.0016316,0.0000000,0.0014400,0.0009800,0,0.0000000,0.0005700,0.0003300,0,0.0000200,0.0001600,0.0001800,0,LE
23,26541,0.0019229,0.0009800,0.0041200,0.0006100,1,0.0000000,0.0014400,0.0009800,0,0.0000000,0.0005700,0.0003300,0,SE
03,25283,0.0019212,0.0013800,0.0004900,0.0000300,0,0.0009800,0.0041200,0.0006100,1,0.0000000,0.0014400,0.0009800,0,SE
07,40021,0.0020240,0.0013600,0.0017400,0.0002600,0,0.0013800,0.0004900,0.0000300,0,0.0009800,0.0041200,0.0006100,1,SE
11,19071,0.0020030,0.0007500,0.0005700,0.0004100,1,0.0013600,0.0017400,0.0002600,0,0.0013800,0.0004900,0.0000300,0,SE
15,9079,0.0018992,0.0002500,0.0002400,0.0000600,1,0.0007500,0.0005700,0.0004100,1,0.0013600,0.0017400,0.0002600,0,SE
19,11352,0.0018607,0.0002200,0.0010800,0.0000600,1,0.0002500,0.0002400,0.0000600,1,0.0007500,0.0005700,0.0004100,1,SE
23,25483,0.0018707,0.0009000,0.0007500,0.0003500,1,0.0002200,0.0010800,0.0000600,1,0.0002500,0.0002400,0.0000600,1,SE
03,32260,0.0018513,0.0000300,0.0011700,0.0004000,0,0.0009000,0.0007500,0.0003500,1,0.0002200,0.0010800,0.0000600,1,SE
07,56035,0.0020962,0.0000000,0.0051100,0.0001600,0,0.0000300,0.0011700,0.0004000,0,0.0009000,0.0007500,0.0003500,1,L
11,20568,0.0020036,0.0003900,0.0002800,0.0001300,1,0.0000000,0.0051100,0.0001600,0,0.0000300,0.0011700,0.0004000,0,L
15,10994,0.0019098,0.0001900,0.0003000,0.0002000,1,0.0003900,0.0002800,0.0001300,1,0.0000000,0.0051100,0.0001600,0,L
19,17679,0.0018563,0.0002400,0.0006800,0.0002400,0,0.0001900,0.0003000,0.0002000,1,0.0003900,0.0002800,0.0001300,1,L
23,24783,0.0018372,0.0006400,0.0000600,0.0008900,1,0.0002400,0.0006800,0.0002400,0,0.0001900,0.0003000,0.0002000,1,L
03,52733,0.0022946,0.0008500,0.0042200,0.0031700,1,0.0006400,0.0000600,0.0008900,1,0.0002400,0.0006800,0.0002400,0,L
07,60298,0.0023600,0.0007800,0.0019900,0.0004400,1,0.0008500,0.0042200,0.0031700,1,0.0006400,0.0000600,0.0008900,1,SE
11,29950,0.0023335,0.0003500,0.0004200,0.0012200,1,0.0007800,0.0019900,0.0004400,1,0.0008500,0.0042200,0.0031700,1,SE
15,8809,0.0022454,0.0001500,0.0005000,0.0004500,0,0.0003500,0.0004200,0.0012200,1,0.0007800,0.0019900,0.0004400,1,SE
19,6888,0.0021386,0.0003300,0.0001700,0.0002500,1,0.0001500,0.0005000,0.0004500,0,0.0003500,0.0004200,0.0012200,1,SE
23,22051,0.0021287,0.0003900,0.0015400,0.0000700,1,0.0003300,0.0001700,0.0002500,1,0.0001500,0.0005000,0.0004500,0,SE
03,23585,0.0021002,0.0001900,0.0010300,0.0005100,0,0.0003900,0.0015400,0.0000700,1,0.0003300,0.0001700,0.0002500,1,SE
07,27481,0.0020831,0.0006700,0.0008200,0.0003700,0,0.0001900,0.0010300,0.0005100,0,0.0003900,0.0015400,0.0000700,1,SE
11,17126,0.0020014,0.0006400,0.0002200,0.0000800,0,0.0006700,0.0008200,0.0003700,0,0.0001900,0.0010300,0.0005100,0,SE
15,10988,0.0019092,0.0001000,0.0005600,0.0000500,1,0.0006400,0.0002200,0.0000800,0,0.0006700,0.0008200,0.0003700,0,SE
19,33114,0.0018642,0.0000000,0.0008600,0.0004100,0,0.0001000,0.0005600,0.0000500,1,0.0006400,0.0002200,0.0000800,0,SE
23,13107,0.0018146,0.0002200,0.0006800,0.0002700,0,0.0000000,0.0008600,0.0004100,0,0.0001000,0.0005600,0.0000500,1,SE
03,25309,0.0017900,0.0000000,0.0012700,0.0002000,1,0.0002200,0.0006800,0.0002700,0,0.0000000,0.0008600,0.0004100,0,SE
07,67993,0.0020950,0.0005600,0.0003300,0.0051700,0,0.0000000,0.0012700,0.0002000,1,0.0002200,0.0006800,0.0002700,0,L
11,23257,0.0020954,0.0010000,0.0007600,0.0003400,1,0.0005600,0.0003300,0.0051700,0,0.0000000,0.0012700,0.0002000,1,LE
15,2242,0.0019871,0.0003000,0.0000700,0.0002100,0,0.0010000,0.0007600,0.0003400,1,0.0005600,0.0003300,0.0051700,0,L
15,7850,0.0019395,0.0002000,0.0010100,0.0000700,0,0.0003000,0.0000700,0.0002100,0,0.0010000,0.0007600,0.0003400,1,L
19,16735,0.0018888,0.0001900,0.0003300,0.0007100,1,0.0002000,0.0010100,0.0000700,0,0.0003000,0.0000700,0.0002100,0,L
23,15720,0.0018418,0.0006800,0.0002100,0.0003400,0,0.0001900,0.0003300,0.0007100,1,0.0002000,0.0010100,0.0000700,0,L
03,27185,0.0017723,0.0001900,0.0003100,0.0003700,1,0.0006800,0.0002100,0.0003400,0,0.0001900,0.0003300,0.0007100,1,L
07,38578,0.0017465,0.0002600,0.0007300,0.0004200,1,0.0001900,0.0003100,0.0003700,1,0.0006800,0.0002100,0.0003400,0,L
11,13979,0.0016967,0.0001200,0.0009200,0.0000100,0,0.0002600,0.0007300,0.0004200,1,0.0001900,0.0003100,0.0003700,1,L
15,9330,0.0016105,0.0003400,0.0000400,0.0001100,1,0.0001200,0.0009200,0.0000100,0,0.0002600,0.0007300,0.0004200,1,L
19,6752,0.0015555,0.0000600,0.0005300,0.0002500,1,0.0003400,0.0000400,0.0001100,1,0.0001200,0.0009200,0.0000100,0,L
23,26321,0.0018394,0.0009400,0.0041800,0.0004100,1,0.0000600,0.0005300,0.0002500,1,0.0003400,0.0000400,0.0001100,1,LE
07,50171,0.0018813,0.0011800,0.0009900,0.0003800,0,0.0009400,0.0041800,0.0004100,1,0.0000600,0.0005300,0.0002500,1,LE
11,21400,0.0018390,0.0007800,0.0003400,0.0001700,0,0.0011800,0.0009900,0.0003800,0,0.0009400,0.0041800,0.0004100,1,LE
15,8367,0.0017413,0.0000300,0.0003100,0.0001300,0,0.0007800,0.0003400,0.0001700,0,0.0011800,0.0009900,0.0003800,0,LE
19,17426,0.0017133,0.0002500,0.0005900,0.0005100,1,0.0000300,0.0003100,0.0001300,0,0.0007800,0.0003400,0.0001700,0,LE
07,86957,0.0027486,0.0045800,0.0083800,0.0014700,0,0.0002500,0.0005900,0.0005100,1,0.0000300,0.0003100,0.0001300,0,S
11,34673,0.0027201,0.0007500,0.0015800,0.0000200,0,0.0045800,0.0083800,0.0014700,0,0.0002500,0.0005900,0.0005100,1,S
15,16008,0.0026522,0.0003000,0.0005300,0.0009400,0,0.0007500,0.0015800,0.0000200,0,0.0045800,0.0083800,0.0014700,0,S
19,19727,0.0025464,0.0001000,0.0004500,0.0006200,0,0.0003000,0.0005300,0.0009400,0,0.0007500,0.0015800,0.0000200,0,S
23,39002,0.0025073,0.0005100,0.0003300,0.0011600,0,0.0001000,0.0004500,0.0006200,0,0.0003000,0.0005300,0.0009400,0,S
03,48050,0.0027232,0.0000400,0.0052300,0.0002600,0,0.0005100,0.0003300,0.0011600,0,0.0001000,0.0004500,0.0006200,0,S
07,56845,0.0028137,0.0011400,0.0020300,0.0008200,0,0.0000400,0.0052300,0.0002600,0,0.0005100,0.0003300,0.0011600,0,S
11,23743,0.0027820,0.0006700,0.0006900,0.0010100,0,0.0011400,0.0020300,0.0008200,0,0.0000400,0.0052300,0.0002600,0,S
15,4376,0.0026297,0.0005700,0.0000400,0.0000400,1,0.0006700,0.0006900,0.0010100,0,0.0011400,0.0020300,0.0008200,0,S
15,3457,0.0025048,0.0000700,0.0007700,0.0000400,1,0.0005700,0.0000400,0.0000400,1,0.0006700,0.0006900,0.0010100,0,S
19,13555,0.0024101,0.0000900,0.0002300,0.0008600,0,0.0000700,0.0007700,0.0000400,1,0.0005700,0.0000400,0.0000400,1,S
23,28641,0.0023644,0.0004600,0.0012300,0.0000800,1,0.0000900,0.0002300,0.0008600,0,0.0000700,0.0007700,0.0000400,1,S
03,29781,0.0023370,0.0004300,0.0003600,0.0011900,0,0.0004600,0.0012300,0.0000800,1,0.0000900,0.0002300,0.0008600,0,S
07,30881,0.0023079,0.0006000,0.0007100,0.0006200,0,0.0004300,0.0003600,0.0011900,0,0.0004600,0.0012300,0.0000800,1,S
11,14415,0.0021873,0.0000000,0.0000700,0.0005500,0,0.0006000,0.0007100,0.0006200,0,0.0004300,0.0003600,0.0011900,0,S
15,15089,0.0020639,0.0000700,0.0003600,0.0000300,0,0.0000000,0.0000700,0.0005500,0,0.0006000,0.0007100,0.0006200,0,S
19,11806,0.0020094,0.0008700,0.0001800,0.0002500,1,0.0000700,0.0003600,0.0000300,0,0.0000000,0.0000700,0.0005500,0,S
23,28274,0.0019758,0.0002200,0.0012000,0.0001200,1,0.0008700,0.0001800,0.0002500,1,0.0000700,0.0003600,0.0000300,0,S
03,55998,0.0023490,0.0002100,0.0060100,0.0009800,0,0.0002200,0.0012000,0.0001200,1,0.0008700,0.0001800,0.0002500,1,S
07,58837,0.0024034,0.0019800,0.0001100,0.0010200,1,0.0002100,0.0060100,0.0009800,0,0.0002200,0.0012000,0.0001200,1,S
11,30456,0.0023860,0.0000500,0.0008600,0.0012500,0,0.0019800,0.0001100,0.0010200,1,0.0002100,0.0060100,0.0009800,0,S
15,8533,0.0022791,0.0000600,0.0006000,0.0002300,1,0.0000500,0.0008600,0.0012500,0,0.0019800,0.0001100,0.0010200,1,S
19,25191,0.0022628,0.0001400,0.0009300,0.0009800,1,0.0000600,0.0006000,0.0002300,1,0.0000500,0.0008600,0.0012500,0,S
23,26676,0.0022333,0.0013800,0.0000900,0.0003800,0,0.0001400,0.0009300,0.0009800,1,0.0000600,0.0006000,0.0002300,1,S
03,43193,0.0022373,0.0008800,0.0000600,0.0013500,1,0.0013800,0.0000900,0.0003800,0,0.0001400,0.0009300,0.0009800,1,S
07,41182,0.0022047,0.0004700,0.0000800,0.0012300,1,0.0008800,0.0000600,0.0013500,1,0.0013800,0.0000900,0.0003800,0,S
11,22845,0.0021579,0.0000800,0.0005100,0.0009600,0,0.0004700,0.0000800,0.0012300,1,0.0008800,0.0000600,0.0013500,1,S
15,10064,0.0020545,0.0000900,0.0005200,0.0001000,1,0.0000800,0.0005100,0.0009600,0,0.0004700,0.0000800,0.0012300,1,S
