Time,Volume,ATR,p1wick,p1body,p1tail,p1dir,p2wick,p2body,p2tail,p2dir,p3wick,p3body,p3tail,p3dir,ans
02,241434,0.0044507,0.0023000,0.0004500,0.0004700,1,0.0005900,0.0043000,0.0006600,1,0.0011400,0.0008000,0.0006900,1,L
06,173290,0.0046071,0.0018600,0.0012200,0.0035600,1,0.0023000,0.0004500,0.0004700,1,0.0005900,0.0043000,0.0006600,1,L
10,153860,0.0045623,0.0016000,0.0014500,0.0009300,1,0.0018600,0.0012200,0.0035600,1,0.0023000,0.0004500,0.0004700,1,L
14,94345,0.0043657,0.0006100,0.0009400,0.0002600,1,0.0016000,0.0014500,0.0009300,1,0.0018600,0.0012200,0.0035600,1,L
18,54564,0.0041846,0.0004000,0.0008800,0.0005500,0,0.0006100,0.0009400,0.0002600,1,0.0016000,0.0014500,0.0009300,1,L
22,151024,0.0041450,0.0020500,0.0009500,0.0006300,1,0.0004000,0.0008800,0.0005500,0,0.0006100,0.0009400,0.0002600,1,L
02,240570,0.0042632,0.0021700,0.0030200,0.0006100,1,0.0020500,0.0009500,0.0006300,1,0.0004000,0.0008800,0.0005500,0,L
06,175341,0.0043644,0.0022800,0.0010300,0.0023700,1,0.0021700,0.0030200,0.0006100,1,0.0020500,0.0009500,0.0006300,1,L
10,151900,0.0043526,0.0009700,0.0008900,0.0023400,0,0.0022800,0.0010300,0.0023700,1,0.0021700,0.0030200,0.0006100,1,L
14,41929,0.0041789,0.0008500,0.0006100,0.0004600,1,0.0009700,0.0008900,0.0023400,0,0.0022800,0.0010300,0.0023700,1,L
14,53412,0.0040090,0.0001600,0.0008200,0.0008200,0,0.0008500,0.0006100,0.0004600,1,0.0009700,0.0008900,0.0023400,0,L
18,94746,0.0038740,0.0006900,0.0002600,0.0011700,1,0.0001600,0.0008200,0.0008200,0,0.0008500,0.0006100,0.0004600,1,L
22,151766,0.0037480,0.0015600,0.0001800,0.0003700,0,0.0006900,0.0002600,0.0011700,1,0.0001600,0.0008200,0.0008200,0,L
02,174416,0.0039525,0.0002900,0.0045200,0.0018000,0,0.0015600,0.0001800,0.0003700,0,0.0006900,0.0002600,0.0011700,1,L
06,239191,0.0040394,0.0014400,0.0025300,0.0012000,1,0.0002900,0.0045200,0.0018000,0,0.0015600,0.0001800,0.0003700,0,L
10,151522,0.0039523,0.0009200,0.0006200,0.0012800,1,0.0014400,0.0025300,0.0012000,1,0.0002900,0.0045200,0.0018000,0,L
14,54112,0.0038414,0.0007100,0.0006500,0.0010400,0,0.0009200,0.0006200,0.0012800,1,0.0014400,0.0025300,0.0012000,1,L
18,93719,0.0037613,0.0007500,0.0010700,0.0009000,1,0.0007100,0.0006500,0.0010400,0,0.0009200,0.0006200,0.0012800,1,L
22,152332,0.0041177,0.0014700,0.0069300,0.0003500,1,0.0007500,0.0010700,0.0009000,1,0.0007100,0.0006500,0.0010400,0,SE
02,174951,0.0042050,0.0012200,0.0012200,0.0029000,1,0.0014700,0.0069300,0.0003500,1,0.0007500,0.0010700,0.0009000,1,SE
06,239501,0.0041661,0.0013400,0.0002000,0.0021200,0,0.0012200,0.0012200,0.0029000,1,0.0014700,0.0069300,0.0003500,1,SE
10,151192,0.0040456,0.0004500,0.0012600,0.0007700,0,0.0013400,0.0002000,0.0021200,0,0.0012200,0.0012200,0.0029000,1,SE
14,54280,0.0038702,0.0004000,0.0003500,0.0008400,0,0.0004500,0.0012600,0.0007700,0,0.0013400,0.0002000,0.0021200,0,SE
18,94752,0.0037673,0.0002500,0.0004600,0.0017200,0,0.0004000,0.0003500,0.0008400,0,0.0004500,0.0012600,0.0007700,0,SE
22,151990,0.0037575,0.0002000,0.0030800,0.0003500,0,0.0002500,0.0004600,0.0017200,0,0.0004000,0.0003500,0.0008400,0,SE
02,173683,0.0039920,0.0030600,0.0032800,0.0007000,0,0.0002000,0.0030800,0.0003500,0,0.0002500,0.0004600,0.0017200,0,L
06,239088,0.0041183,0.0002600,0.0020400,0.0034600,0,0.0030600,0.0032800,0.0007000,0,0.0002000,0.0030800,0.0003500,0,L
10,148925,0.0043998,0.0008100,0.0068400,0.0004100,1,0.0002600,0.0020400,0.0034600,0,0.0030600,0.0032800,0.0007000,0,L
14,54533,0.0042598,0.0004200,0.0007500,0.0012700,1,0.0008100,0.0068400,0.0004100,1,0.0002600,0.0020400,0.0034600,0,L
18,94481,0.0040856,0.0003600,0.0000700,0.0013900,1,0.0004200,0.0007500,0.0012700,1,0.0008100,0.0068400,0.0004100,1,L
22,152113,0.0041252,0.0026600,0.0000900,0.0018900,0,0.0003600,0.0000700,0.0013900,1,0.0004200,0.0007500,0.0012700,1,L
02,174640,0.0042627,0.0037600,0.0014900,0.0008000,0,0.0026600,0.0000900,0.0018900,0,0.0003600,0.0000700,0.0013900,1,L
06,239582,0.0045953,0.0001200,0.0086400,0.0001600,1,0.0037600,0.0014900,0.0008000,0,0.0026600,0.0000900,0.0018900,0,L
10,149866,0.0046978,0.0021100,0.0028000,0.0011200,1,0.0001200,0.0086400,0.0001600,1,0.0037600,0.0014900,0.0008000,0,L
14,54938,0.0045165,0.0009600,0.0004600,0.0007400,0,0.0021100,0.0028000,0.0011200,1,0.0001200,0.0086400,0.0001600,1,L
18,96348,0.0044182,0.0006600,0.0007500,0.0017300,0,0.0009600,0.0004600,0.0007400,0,0.0021100,0.0028000,0.0011200,1,L
22,152109,0.0042955,0.0010600,0.0003600,0.0012800,1,0.0006600,0.0007500,0.0017300,0,0.0009600,0.0004600,0.0007400,0,L
02,173477,0.0044315,0.0020100,0.0021800,0.0020100,1,0.0010600,0.0003600,0.0012800,1,0.0006600,0.0007500,0.0017300,0,L
06,239657,0.0046164,0.0028900,0.0022000,0.0019300,0,0.0020100,0.0021800,0.0020100,1,0.0010600,0.0003600,0.0012800,1,L
10,149157,0.0045002,0.0010000,0.0017600,0.0002300,1,0.0028900,0.0022000,0.0019300,0,0.0020100,0.0021800,0.0020100,1,L
14,32505,0.0043674,0.0014500,0.0002000,0.0009900,1,0.0010000,0.0017600,0.0002300,1,0.0028900,0.0022000,0.0019300,0,L
14,21576,0.0041704,0.0003300,0.0005600,0.0004800,0,0.0014500,0.0002000,0.0009900,1,0.0010000,0.0017600,0.0002300,1,L
18,94939,0.0040468,0.0000200,0.0020600,0.0003600,0,0.0003300,0.0005600,0.0004800,0,0.0014500,0.0002000,0.0009900,1,L
22,152240,0.0039685,0.0019800,0.0002500,0.0007200,0,0.0000200,0.0020600,0.0003600,0,0.0003300,0.0005600,0.0004800,0,L
02,175273,0.0039300,0.0013700,0.0011800,0.0008800,0,0.0019800,0.0002500,0.0007200,0,0.0000200,0.0020600,0.0003600,0,L
06,238872,0.0040029,0.0014900,0.0029600,0.0005000,1,0.0013700,0.0011800,0.0008800,0,0.0019800,0.0002500,0.0007200,0,L
10,150792,0.0039048,0.0009700,0.0003000,0.0013600,0,0.0014900,0.0029600,0.0005000,1,0.0013700,0.0011800,0.0008800,0,L
14,54374,0.0037916,0.0008700,0.0008900,0.0005600,1,0.0009700,0.0003000,0.0013600,0,0.0014900,0.0029600,0.0005000,1,L
18,93797,0.0037015,0.0008500,0.0006700,0.0010100,0,0.0008700,0.0008900,0.0005600,1,0.0009700,0.0003000,0.0013600,0,L
22,153781,0.0038485,0.0009100,0.0040500,0.0008000,0,0.0008500,0.0006700,0.0010100,0,0.0008700,0.0008900,0.0005600,1,L
02,172291,0.0043115,0.0007400,0.0086800,0.0009100,1,0.0009100,0.0040500,0.0008000,0,0.0008500,0.0006700,0.0010100,0,L
06,238591,0.0042471,0.0005700,0.0012600,0.0015800,1,0.0007400,0.0086800,0.0009100,1,0.0009100,0.0040500,0.0008000,0,L
10,148671,0.0047666,0.0017700,0.0083000,0.0014500,1,0.0005700,0.0012600,0.0015800,1,0.0007400,0.0086800,0.0009100,1,L
14,54053,0.0050533,0.0050500,0.0029400,0.0007900,1,0.0017700,0.0083000,0.0014500,1,0.0005700,0.0012600,0.0015800,1,L
18,94656,0.0049552,0.0019400,0.0002900,0.0014500,0,0.0050500,0.0029400,0.0007900,1,0.0017700,0.0083000,0.0014500,1,L
22,151150,0.0051448,0.0035400,0.0029300,0.0011400,1,0.0019400,0.0002900,0.0014500,0,0.0050500,0.0029400,0.0007900,1,L
02,171513,0.0052559,0.0052200,0.0010200,0.0004600,1,0.0035400,0.0029300,0.0011400,1,0.0019400,0.0002900,0.0014500,0,L
06,238594,0.0055290,0.0010700,0.0060800,0.0019300,1,0.0052200,0.0010200,0.0004600,1,0.0035400,0.0029300,0.0011400,1,L
10,148567,0.0055220,0.0027000,0.0020100,0.0007200,1,0.0010700,0.0060800,0.0019300,1,0.0052200,0.0010200,0.0004600,1,L
14,54318,0.0053447,0.0022600,0.0000800,0.0007000,0,0.0027000,0.0020100,0.0007200,1,0.0010700,0.0060800,0.0019300,1,L
18,94783,0.0051979,0.0008200,0.0008600,0.0016100,0,0.0022600,0.0000800,0.0007000,0,0.0027000,0.0020100,0.0007200,1,L
22,152094,0.0051031,0.0011500,0.0014000,0.0013200,0,0.0008200,0.0008600,0.0016100,0,0.0022600,0.0000800,0.0007000,0,L
02,174131,0.0050300,0.0017700,0.0002600,0.0020500,0,0.0011500,0.0014000,0.0013200,0,0.0008200,0.0008600,0.0016100,0,L
06,239721,0.0053636,0.0003100,0.0085600,0.0008300,1,0.0017700,0.0002600,0.0020500,0,0.0011500,0.0014000,0.0013200,0,L
10,150494,0.0054376,0.0018200,0.0034400,0.0011400,1,0.0003100,0.0085600,0.0008300,1,0.0017700,0.0002600,0.0020500,0,L
14,54092,0.0054106,0.0013800,0.0020100,0.0016700,0,0.0018200,0.0034400,0.0011400,1,0.0003100,0.0085600,0.0008300,1,L
18,95180,0.0052463,0.0002100,0.0016100,0.0012900,0,0.0013800,0.0020100,0.0016700,0,0.0018200,0.0034400,0.0011400,1,L
22,152325,0.0053630,0.0008100,0.0055100,0.0005600,1,0.0002100,0.0016100,0.0012900,0,0.0013800,0.0020100,0.0016700,0,L
02,173088,0.0055028,0.0004300,0.0042100,0.0026800,0,0.0008100,0.0055100,0.0005600,1,0.0002100,0.0016100,0.0012900,0,L
06,239994,0.0056019,0.0020300,0.0011800,0.0036800,0,0.0004300,0.0042100,0.0026800,0,0.0008100,0.0055100,0.0005600,1,L
10,149957,0.0054446,0.0008900,0.0013100,0.0012000,1,0.0020300,0.0011800,0.0036800,0,0.0004300,0.0042100,0.0026800,0,L
14,32291,0.0052235,0.0009200,0.0010900,0.0003400,0,0.0008900,0.0013100,0.0012000,1,0.0020300,0.0011800,0.0036800,0,L
14,21862,0.0052033,0.0026900,0.0005900,0.0007400,1,0.0009200,0.0010900,0.0003400,0,0.0008900,0.0013100,0.0012000,1,L
18,54142,0.0050795,0.0015200,0.0002000,0.0017500,1,0.0026900,0.0005900,0.0007400,1,0.0009200,0.0010900,0.0003400,0,L
22,149687,0.0050131,0.0035000,0.0000700,0.0005800,0,0.0015200,0.0002000,0.0017500,1,0.0026900,0.0005900,0.0007400,1,L
02,239801,0.0049857,0.0003400,0.0008300,0.0034600,0,0.0035000,0.0000700,0.0005800,0,0.0015200,0.0002000,0.0017500,1,L
06,174424,0.0052860,0.0072300,0.0008500,0.0011100,1,0.0003400,0.0008300,0.0034600,0,0.0035000,0.0000700,0.0005800,0,L
10,153430,0.0052649,0.0007000,0.0006200,0.0036700,0,0.0072300,0.0008500,0.0011100,1,0.0003400,0.0008300,0.0034600,0,L
14,94144,0.0051110,0.0016400,0.0004800,0.0009900,1,0.0007000,0.0006200,0.0036700,0,0.0072300,0.0008500,0.0011100,1,L
18,54311,0.0048895,0.0009600,0.0002500,0.0008000,0,0.0016400,0.0004800,0.0009900,1,0.0007000,0.0006200,0.0036700,0,L
22,151202,0.0047609,0.0006700,0.0019300,0.0004900,0,0.0009600,0.0002500,0.0008000,0,0.0016400,0.0004800,0.0009900,1,L
02,239974,0.0047802,0.0007900,0.0037200,0.0005200,1,0.0006700,0.0019300,0.0004900,0,0.0009600,0.0002500,0.0008000,0,L
06,174291,0.0048166,0.0014000,0.0020200,0.0018700,1,0.0007900,0.0037200,0.0005200,1,0.0006700,0.0019300,0.0004900,0,L
10,152094,0.0048868,0.0017100,0.0022300,0.0018600,0,0.0014000,0.0020200,0.0018700,1,0.0007900,0.0037200,0.0005200,1,L
14,95934,0.0047156,0.0013600,0.0000200,0.0011100,1,0.0017100,0.0022300,0.0018600,0,0.0014000,0.0020200,0.0018700,1,L
18,54914,0.0045888,0.0010000,0.0013700,0.0005700,0,0.0013600,0.0000200,0.0011100,1,0.0017100,0.0022300,0.0018600,0,L
22,150010,0.0046460,0.0030600,0.0010000,0.0013300,0,0.0010000,0.0013700,0.0005700,0,0.0013600,0.0000200,0.0011100,1,L
02,239106,0.0046884,0.0003500,0.0011200,0.0037700,1,0.0030600,0.0010000,0.0013300,0,0.0010000,0.0013700,0.0005700,0,L
06,175376,0.0049814,0.0003000,0.0076900,0.0008000,1,0.0003500,0.0011200,0.0037700,1,0.0030600,0.0010000,0.0013300,0,L
10,152807,0.0049820,0.0035500,0.0003500,0.0010900,0,0.0003000,0.0076900,0.0008000,1,0.0003500,0.0011200,0.0037700,1,L
14,95216,0.0048005,0.0004900,0.0014200,0.0005300,1,0.0035500,0.0003500,0.0010900,0,0.0003000,0.0076900,0.0008000,1,L
18,54756,0.0045940,0.0010500,0.0007100,0.0001500,0,0.0004900,0.0014200,0.0005300,1,0.0035500,0.0003500,0.0010900,0,L
22,150407,0.0045466,0.0018700,0.0017000,0.0003600,1,0.0010500,0.0007100,0.0001500,0,0.0004900,0.0014200,0.0005300,1,L
02,240696,0.0046804,0.0031100,0.0028000,0.0005100,1,0.0018700,0.0017000,0.0003600,1,0.0010500,0.0007100,0.0001500,0,L
06,175412,0.0049489,0.0017400,0.0037800,0.0029200,1,0.0031100,0.0028000,0.0005100,1,0.0018700,0.0017000,0.0003600,1,L
10,150503,0.0048411,0.0011700,0.0012300,0.0010400,1,0.0017400,0.0037800,0.0029200,1,0.0031100,0.0028000,0.0005100,1,L
14,95952,0.0047861,0.0016500,0.0013800,0.0010400,1,0.0011700,0.0012300,0.0010400,1,0.0017400,0.0037800,0.0029200,1,LE
18,54291,0.0045692,0.0002500,0.0005500,0.0009500,0,0.0016500,0.0013800,0.0010400,1,0.0011700,0.0012300,0.0010400,1,LE
22,151419,0.0046543,0.0044900,0.0009900,0.0002800,1,0.0002500,0.0005500,0.0009500,0,0.0016500,0.0013800,0.0010400,1,LE
02,240627,0.0047504,0.0010400,0.0030000,0.0019600,1,0.0044900,0.0009900,0.0002800,1,0.0002500,0.0005500,0.0009500,0,SE
06,173974,0.0054489,0.0044600,0.0058500,0.0042200,0,0.0010400,0.0030000,0.0019600,1,0.0044900,0.0009900,0.0002800,1,L
10,153397,0.0054047,0.0016500,0.0006700,0.0025100,0,0.0044600,0.0058500,0.0042200,0,0.0010400,0.0030000,0.0019600,1,L
14,43153,0.0051637,0.0006300,0.0008600,0.0005400,1,0.0016500,0.0006700,0.0025100,0,0.0044600,0.0058500,0.0042200,0,L
15,76202,0.0051448,0.0010600,0.0031700,0.0006300,1,0.0006300,0.0008600,0.0005400,1,0.0016500,0.0006700,0.0025100,0,SE
19,54882,0.0049431,0.0001600,0.0009000,0.0012600,0,0.0010600,0.0031700,0.0006300,1,0.0006300,0.0008600,0.0005400,1,LE
23,151329,0.0049014,0.0017600,0.0000200,0.0025800,0,0.0001600,0.0009000,0.0012600,0,0.0010600,0.0031700,0.0006300,1,LE
03,240522,0.0049313,0.0007800,0.0029300,0.0016100,0,0.0017600,0.0000200,0.0025800,0,0.0001600,0.0009000,0.0012600,0,L
07,173194,0.0050426,0.0010000,0.0009500,0.0045400,1,0.0007800,0.0029300,0.0016100,0,0.0017600,0.0000200,0.0025800,0,L
11,153784,0.0050253,0.0010100,0.0017600,0.0020300,0,0.0010000,0.0009500,0.0045400,1,0.0007800,0.0029300,0.0016100,0,L
15,94057,0.0049149,0.0018300,0.0014300,0.0002200,0,0.0010100,0.0017600,0.0020300,0,0.0010000,0.0009500,0.0045400,1,L
19,53815,0.0048139,0.0003700,0.0027100,0.0004200,1,0.0018300,0.0014300,0.0002200,0,0.0010100,0.0017600,0.0020300,0,L
23,150131,0.0047114,0.0005900,0.0009900,0.0018000,0,0.0003700,0.0027100,0.0004200,1,0.0018300,0.0014300,0.0002200,0,L
03,237655,0.0054156,0.0017300,0.0125000,0.0003400,1,0.0005900,0.0009900,0.0018000,0,0.0003700,0.0027100,0.0004200,1,SE
07,169676,0.0064309,0.0001800,0.0147200,0.0046700,0,0.0017300,0.0125000,0.0003400,1,0.0005900,0.0009900,0.0018000,0,L
11,153184,0.0063137,0.0026800,0.0009600,0.0011500,0,0.0001800,0.0147200,0.0046700,0,0.0017300,0.0125000,0.0003400,1,L
15,93887,0.0061242,0.0009900,0.0021000,0.0005700,1,0.0026800,0.0009600,0.0011500,0,0.0001800,0.0147200,0.0046700,0,L
19,54314,0.0059053,0.0005100,0.0020600,0.0004900,1,0.0009900,0.0021000,0.0005700,1,0.0026800,0.0009600,0.0011500,0,L
23,150671,0.0057471,0.0023500,0.0006200,0.0007200,1,0.0005100,0.0020600,0.0004900,1,0.0009900,0.0021000,0.0005700,1,L
03,239465,0.0062516,0.0018800,0.0088200,0.0021100,1,0.0023500,0.0006200,0.0007200,1,0.0005100,0.0020600,0.0004900,1,L
07,174861,0.0063350,0.0020500,0.0035600,0.0018100,1,0.0018800,0.0088200,0.0021100,1,0.0023500,0.0006200,0.0007200,1,L
11,151936,0.0064975,0.0005500,0.0064800,0.0015800,1,0.0020500,0.0035600,0.0018100,1,0.0018800,0.0088200,0.0021100,1,LE
15,94295,0.0063856,0.0017000,0.0016900,0.0015400,0,0.0005500,0.0064800,0.0015800,1,0.0020500,0.0035600,0.0018100,1,LE
19,55184,0.0064159,0.0022600,0.0024400,0.0021100,1,0.0017000,0.0016900,0.0015400,0,0.0005500,0.0064800,0.0015800,1,LE
23,149849,0.0063747,0.0026800,0.0001400,0.0030200,0,0.0022600,0.0024400,0.0021100,1,0.0017000,0.0016900,0.0015400,0,LE
03,239450,0.0064708,0.0042100,0.0019200,0.0015900,1,0.0026800,0.0001400,0.0030200,0,0.0022600,0.0024400,0.0021100,1,LE
07,174834,0.0064993,0.0034100,0.0000800,0.0033800,0,0.0042100,0.0019200,0.0015900,1,0.0026800,0.0001400,0.0030200,0,LE
11,151802,0.0064515,0.0007000,0.0027800,0.0023500,1,0.0034100,0.0000800,0.0033800,0,0.0042100,0.0019200,0.0015900,1,LE
15,95500,0.0063214,0.0024400,0.0012100,0.0009800,1,0.0007000,0.0027800,0.0023500,1,0.0034100,0.0000800,0.0033800,0,LE
19,54579,0.0061413,0.0002100,0.0020300,0.0015600,0,0.0024400,0.0012100,0.0009800,1,0.0007000,0.0027800,0.0023500,1,LE
23,149911,0.0061455,0.0051900,0.0008800,0.0001300,0,0.0002100,0.0020300,0.0015600,0,0.0024400,0.0012100,0.0009800,1,LE
03,238497,0.0062065,0.0011000,0.0036900,0.0022100,0,0.0051900,0.0008800,0.0001300,0,0.0002100,0.0020300,0.0015600,0,LE
07,174383,0.0068604,0.0083400,0.0052800,0.0017400,1,0.0011000,0.0036900,0.0022100,0,0.0051900,0.0008800,0.0001300,0,LE
11,151914,0.0069375,0.0005200,0.0068200,0.0006000,1,0.0083400,0.0052800,0.0017400,1,0.0011000,0.0036900,0.0022100,0,LE
15,17241,0.0065505,0.0003800,0.0005100,0.0006300,1,0.0005200,0.0068200,0.0006000,1,0.0083400,0.0052800,0.0017400,1,LE
15,78433,0.0067862,0.0021600,0.0073300,0.0003600,1,0.0003800,0.0005100,0.0006300,1,0.0005200,0.0068200,0.0006000,1,LE
19,55084,0.0074572,0.0059600,0.0094700,0.0007500,1,0.0021600,0.0073300,0.0003600,1,0.0003800,0.0005100,0.0006300,1,S
23,152731,0.0077067,0.0016000,0.0082600,0.0010900,0,0.0059600,0.0094700,0.0007500,1,0.0021600,0.0073300,0.0003600,1,SE
03,240321,0.0077776,0.0031000,0.0019800,0.0036200,1,0.0016000,0.0082600,0.0010900,0,0.0059600,0.0094700,0.0007500,1,SE
07,175431,0.0079678,0.0008800,0.0017700,0.0077900,0,0.0031000,0.0019800,0.0036200,1,0.0016000,0.0082600,0.0010900,0,SE
11,153385,0.0078658,0.0009700,0.0016200,0.0039500,0,0.0008800,0.0017700,0.0077900,0,0.0031000,0.0019800,0.0036200,1,SE
15,95013,0.0075861,0.0004200,0.0003000,0.0032300,0,0.0009700,0.0016200,0.0039500,0,0.0008800,0.0017700,0.0077900,0,SE
19,54684,0.0075521,0.0008700,0.0041500,0.0020900,1,0.0004200,0.0003000,0.0032300,0,0.0009700,0.0016200,0.0039500,0,SE
23,150917,0.0073112,0.0003200,0.0034100,0.0004500,0,0.0008700,0.0041500,0.0020900,1,0.0004200,0.0003000,0.0032300,0,SE
03,236888,0.0074490,0.0021300,0.0057100,0.0014000,1,0.0003200,0.0034100,0.0004500,0,0.0008700,0.0041500,0.0020900,1,S
07,176019,0.0073398,0.0005600,0.0027500,0.0026100,0,0.0021300,0.0057100,0.0014000,1,0.0003200,0.0034100,0.0004500,0,S
11,152769,0.0080748,0.0025000,0.0147900,0.0003400,0,0.0005600,0.0027500,0.0026100,0,0.0021300,0.0057100,0.0014000,1,SE
15,96471,0.0078930,0.0010400,0.0017800,0.0027100,1,0.0025000,0.0147900,0.0003400,0,0.0005600,0.0027500,0.0026100,0,SE
19,54575,0.0078085,0.0003300,0.0032700,0.0031100,1,0.0010400,0.0017800,0.0027100,1,0.0025000,0.0147900,0.0003400,0,SE
23,150952,0.0076415,0.0019700,0.0025900,0.0009100,1,0.0003300,0.0032700,0.0031100,1,0.0010400,0.0017800,0.0027100,1,SE
03,240048,0.0077942,0.0072700,0.0018000,0.0007100,0,0.0019700,0.0025900,0.0009100,1,0.0003300,0.0032700,0.0031100,1,SE
07,175325,0.0080282,0.0049700,0.0053500,0.0007500,0,0.0072700,0.0018000,0.0007100,0,0.0019700,0.0025900,0.0009100,1,SE
11,152108,0.0080991,0.0031400,0.0031200,0.0027600,0,0.0049700,0.0053500,0.0007500,0,0.0072700,0.0018000,0.0007100,0,SE
15,94835,0.0078791,0.0015200,0.0028600,0.0006400,1,0.0031400,0.0031200,0.0027600,0,0.0049700,0.0053500,0.0007500,0,SE
19,54542,0.0078671,0.0004900,0.0041000,0.0031200,0,0.0015200,0.0028600,0.0006400,1,0.0031400,0.0031200,0.0027600,0,SE
23,149585,0.0075865,0.0012000,0.0014800,0.0012600,0,0.0004900,0.0041000,0.0031200,0,0.0015200,0.0028600,0.0006400,1,SE
03,239017,0.0081489,0.0004500,0.0133000,0.0017100,0,0.0012000,0.0014800,0.0012600,0,0.0004900,0.0041000,0.0031200,0,L
07,173442,0.0080676,0.0019200,0.0028900,0.0022000,0,0.0004500,0.0133000,0.0017100,0,0.0012000,0.0014800,0.0012600,0,L
11,153373,0.0079506,0.0055900,0.0000300,0.0008100,0,0.0019200,0.0028900,0.0022000,0,0.0004500,0.0133000,0.0017100,0,L
15,95867,0.0077306,0.0019600,0.0023600,0.0005500,1,0.0055900,0.0000300,0.0008100,0,0.0019200,0.0028900,0.0022000,0,L
19,54453,0.0074234,0.0002600,0.0017900,0.0013100,0,0.0019600,0.0023600,0.0005500,1,0.0055900,0.0000300,0.0008100,0,L
23,150256,0.0072931,0.0012800,0.0036400,0.0006800,1,0.0002600,0.0017900,0.0013100,0,0.0019600,0.0023600,0.0005500,1,L
03,236566,0.0071743,0.0018100,0.0026500,0.0011700,0,0.0012800,0.0036400,0.0006800,1,0.0002600,0.0017900,0.0013100,0,L
07,168283,0.0069255,0.0017000,0.0017900,0.0002000,1,0.0018100,0.0026500,0.0011700,0,0.0012800,0.0036400,0.0006800,1,L
11,153733,0.0066651,0.0017600,0.0004100,0.0011100,0,0.0017000,0.0017900,0.0002000,1,0.0018100,0.0026500,0.0011700,0,L
15,17212,0.0062933,0.0003400,0.0008600,0.0002600,0,0.0017600,0.0004100,0.0011100,0,0.0017000,0.0017900,0.0002000,1,L
15,77172,0.0061195,0.0004000,0.0031900,0.0002700,0,0.0003400,0.0008600,0.0002600,0,0.0017600,0.0004100,0.0011100,0,L
19,95245,0.0062059,0.0005400,0.0058300,0.0009600,0,0.0004000,0.0031900,0.0002700,0,0.0003400,0.0008600,0.0002600,0,L
23,153165,0.0061377,0.0015200,0.0032100,0.0005200,1,0.0005400,0.0058300,0.0009600,0,0.0004000,0.0031900,0.0002700,0,L
03,174238,0.0062571,0.0024100,0.0047100,0.0006900,1,0.0015200,0.0032100,0.0005200,1,0.0005400,0.0058300,0.0009600,0,L
07,241239,0.0064366,0.0016800,0.0037900,0.0033000,0,0.0024100,0.0047100,0.0006900,1,0.0015200,0.0032100,0.0005200,1,L
11,151014,0.0062847,0.0011500,0.0026600,0.0005000,1,0.0016800,0.0037900,0.0033000,0,0.0024100,0.0047100,0.0006900,1,L
15,53094,0.0061087,0.0010400,0.0012300,0.0015500,1,0.0011500,0.0026600,0.0005000,1,0.0016800,0.0037900,0.0033000,0,L
19,94572,0.0068095,0.0014900,0.0121100,0.0023200,1,0.0010400,0.0012300,0.0015500,1,0.0011500,0.0026600,0.0005000,1,L
23,151275,0.0066109,0.0015000,0.0017800,0.0007500,0,0.0014900,0.0121100,0.0023200,1,0.0010400,0.0012300,0.0015500,1,L
03,172890,0.0066787,0.0019700,0.0037600,0.0018300,1,0.0015000,0.0017800,0.0007500,0,0.0014900,0.0121100,0.0023200,1,L
07,239380,0.0065060,0.0010800,0.0013800,0.0018000,1,0.0019700,0.0037600,0.0018300,1,0.0015000,0.0017800,0.0007500,0,L
11,148113,0.0062820,0.0011800,0.0013300,0.0008600,1,0.0010800,0.0013800,0.0018000,1,0.0019700,0.0037600,0.0018300,1,L
15,52229,0.0062168,0.0048900,0.0001600,0.0003200,1,0.0011800,0.0013300,0.0008600,1,0.0010800,0.0013800,0.0018000,1,L
19,89058,0.0061628,0.0025500,0.0021600,0.0007500,1,0.0048900,0.0001600,0.0003200,1,0.0011800,0.0013300,0.0008600,1,LE
23,151076,0.0061304,0.0006700,0.0033500,0.0016900,0,0.0025500,0.0021600,0.0007500,1,0.0048900,0.0001600,0.0003200,1,L
03,176231,0.0068297,0.0020300,0.0128600,0.0010300,1,0.0006700,0.0033500,0.0016900,0,0.0025500,0.0021600,0.0007500,1,LE
07,235638,0.0067547,0.0003200,0.0032600,0.0022000,1,0.0020300,0.0128600,0.0010300,1,0.0006700,0.0033500,0.0016900,0,LE
11,149486,0.0069029,0.0004000,0.0069000,0.0015300,1,0.0003200,0.0032600,0.0022000,1,0.0020300,0.0128600,0.0010300,1,SE
15,54159,0.0067413,0.0028400,0.0010800,0.0007200,0,0.0004000,0.0069000,0.0015300,1,0.0003200,0.0032600,0.0022000,1,SE
19,94239,0.0066976,0.0027000,0.0007000,0.0027300,0,0.0028400,0.0010800,0.0007200,0,0.0004000,0.0069000,0.0015300,1,SE
23,152415,0.0066671,0.0012900,0.0049800,0.0000000,0,0.0027000,0.0007000,0.0027300,0,0.0028400,0.0010800,0.0007200,0,LE
03,174113,0.0068959,0.0031000,0.0027900,0.0039800,1,0.0012900,0.0049800,0.0000000,0,0.0027000,0.0007000,0.0027300,0,SE
07,237309,0.0070104,0.0016700,0.0002000,0.0066300,1,0.0031000,0.0027900,0.0039800,1,0.0012900,0.0049800,0.0000000,0,SE
11,151322,0.0069526,0.0018900,0.0022500,0.0020600,0,0.0016700,0.0002000,0.0066300,1,0.0031000,0.0027900,0.0039800,1,SE
15,54865,0.0068767,0.0009200,0.0035000,0.0014700,1,0.0018900,0.0022500,0.0020600,0,0.0016700,0.0002000,0.0066300,1,SE
